,TransactionID,LoanAmount,ClosingDate,Quarter,Closed,RegionName,PurchasePrice,ARV,Beds,Bath,SqFt,RepairCreditLine,CashReserves,RepeatBorrower,YearsOfExperience,CompletedProperties,MarketHealthIndex,YoY,DaysOnMarket,MedianSalesPriceSqFt,MedianSalesPrice
769,0005H,114000,2015-02,1,1,32569,95000,190000,3,2,1580,53000,55000,0,0,1,1.952747585,7.375415282,96,105.9167275,156700
790,4043C,113400,2015-03,1,1,32217,126000,190000,2,2,1388,0,85000,1,0,0,1.393417874,5.20694259,110.5,88.0053,160200
1039,2951G,123300,2015-10,4,1,30317,93000,190000,4,2,1806,47000,42000,0,1.5,20,8.867753623,11.76470588,86,204.2419,271100
741,7408G,108900,2015-01,1,1,33625,121000,191000,3,3,1987,0,200000,0,1,0,3.982487923,8.075601375,85,111.2922,180300
964,3907B,114000,2015-08,3,1,32277,95000,191000,5,3,2466,32000,,0,10,0,0.592542271,6.794564349,86,82.2934,134400
382,3843V,108000,2013-10,4,1,32217,105000,195000,3,2,2268,15000,60000,0,15,30,1.393417874,5.20694259,110.5,380.6637,160200
511,2568D,121000,2014-04,2,1,33983,90000,195000,3,2.5,2383,45500,339000,1,20,20,3.140851449,8.744794765,79,75.4243,171600
691,2416B,131800,2014-11,4,1,33980,115000,195000,3,2,1721,31500,165000,0,10,0,5.332880435,7.29312763,108,79.5418,165200
707,1145S,136350,2014-12,4,1,32225,91500,195000,4,3,1908,60000,45000,1,0,0,0.554045894,5.757406372,90,102.4005,181500
719,0765J,126700,2016-12,4,1,33705,104799,195000,3,3,1911,40000,30000,0,2,4,2.793629227,12.95652174,93.5,,132200
828,2669T,112500,2015-04,2,1,38119,100000,195000,4,2,3000,25000,37000,0,7,4,2.307518116,0.968992248,96.5,69.7853,166200
832,3220S,117000,2015-04,2,1,33312,132000,195000,3,2,1400,0,150000,0,10,0,0.886926329,6.462925852,104,169.0499,198800
897,7509H,127800,2015-06,2,1,28306,127000,195000,3,2.5,1750,15000,28000,0,1,5,0.92919686,-2.4,125,91.7377,138400
946,1115G,121500,2015-07,3,1,33579,135000,195000,4,2,1930,0,100000,1,0,0,0.269474638,6.959498003,84.5,95.4272,191900
1012,1274S,132000,2015-09,3,1,32824,148689,195000,4,2,1700,15000,40000,0,2,7,3.480525362,7.611853574,108,98.9488,187500
1156,1917E,130410,2015-11,4,0,32707,99900,195000,3,2,1644,45000,35000,0,1,0,3.397493961,9.054593875,77,112.6479,176000
1160,9252S,117600,2016-02,1,0,32832,0,196000,3,2.5,1568,0,,0,,,3.134812802,5.424254165,110.5,122.5634,297300
1121,2914P,110700,2015-12,4,0,32312,73000,197000,3,2,1242,50000,38000,0,2,7,3.497886473,3.897180763,118,117.5539,260600
795,1330W,132000,2015-03,1,1,33952,119000,198000,3,2,2180,43000,62000,0,4,0,3.378623188,13.07531381,83,71.274,107800
252,9329C,121500,2013-06,2,1,33967,135000,199000,3,2,1815,0,90000,0,0,0,5.805404589,14.36107855,71.5,91.2057,131800
446,8233R,131250,2014-01,1,1,32818,140500,199000,4,4,2295,15000,500000,0,25,300,3.688103865,10.7599699,97,67.571,119300
314,4001N,140000,2013-06,2,0,33065,165000,200000,4,2,1849,20000,600000,0,3,2,1.773852657,4.187817259,112,86.4774,238500
332,2309B,63840,2013-08,3,1,32210,53200,200000,2,2,3007,25000,60000,1,0,0,0.831823671,9.215017065,90,59.6791,78000
453,2134C,135000,2014-01,1,1,34714,155000,200000,3,2,1956,15000,500000,0,25,300,3.451841787,4.139562389,101,86.8612,168800
612,0656M,60000,2014-08,3,1,32708,115000,200000,3,2,1550,1500,8000,0,7,6,4.716183575,7.114228457,86,115.8645,226300
680,0107I,135900,2014-11,4,1,34761,136000,200000,4,2.5,2269,15000,20000,1,0,0,4.360658213,11.61217587,95,100.3544,183100
682,7324C,110250,2014-11,4,1,28215,95000,200000,4,2.5,2040,30000,800000,0,10,3,1.838768116,6.564364876,79,70.4606,122300
754,1121E,112500,2015-01,1,1,32806,125000,200000,2,1,951,0,40000,0,10,5,3.723580918,9.693877551,81,125.4853,210900
809,5564V,148700,2015-03,1,0,33981,115299,200000,3,2,2466,50000,62000,0,4,0,5.103411836,6.151499746,125,98.4607,204000
890,1987E,139500,2015-06,2,1,32822,132000,200000,3,3,1902,23000,7000,0,4,3,2.507548309,10.53140097,86.5,96.597,135400
973,61066,149500,2015-08,3,1,34221,131131,200000,4,2,1593,35000,30000,1,1,,1.607789855,12.28533686,80,115.1538,167900
1149,30256,107400,2016-01,1,0,32966,94349,200000,4,2,1902,25000,36000,0,28,0,4.742602657,9.796186719,86,105.1002,187700
208,0315S,116280,2013-04,2,1,33460,99000,204000,2,2,10125,30200,44000,0,30,0,0.705766908,15.2972028,91,77.217,92900
796,0104R,122400,2015-03,1,1,34683,117500,204000,4,2,1868,30000,60000,0,1,0,2.33544686,9.216809933,71,117.6278,237400
696,57607,102000,2014-11,4,1,33709,85000,205000,3,2,1503,28000,30000,0,2,4,4.024758454,15.86978637,93,52.5412,118700
856,3813O,130500,2015-05,2,1,33596,115000,205000,4,3,1735,30000,285000,0,5,0,1.082427536,2.560819462,88,110.2573,238500
1034,4325G,121500,2015-10,4,1,46205,55500,205000,3,1.5,1750,80000,26000,0,1,6,6.358695652,5.344202899,109.5,176.4671,115100
724,0320R,144000,2014-10,4,1,32809,146000,206000,4,3,1919,14000,100000,0,2,3,2.262228261,9.140767825,99,,127200
1035,8842C,123600,2015-10,4,1,33614,219900,206000,3,3,2610,0,285000,0,8,0,2.998943237,12.05020921,81,98.2996,146300
1152,0205W,126000,2016-01,1,0,32303,75000,207000,3,2,1300,65000,34000,0,2,6,1.368508454,3.259005146,112.5,85.1137,131900
805,68371,119000,2015-03,1,1,33705,106000,209000,3,2,1668,26000,44000,0,5,4,2.793629227,12.95652174,93.5,105.6157,115900
598,1484P,134100,2014-07,3,0,34744,119000,210000,4,2,1648,30000,34000,0,16,165,3.614130435,5.791044776,102,90.6123,166100
712,8403A,126000,2014-11,4,1,32817,85000,210000,3,3,2000,55000,442670,0,2,8,4.384812802,7.105719237,89,100.9699,173400
723,0055S,144000,2014-12,4,1,32233,120000,210000,4,2,1400,41000,40000,0,4,4,2.744565217,9.541778976,96.5,146.3163,192700
810,1492I,157500,2015-03,1,0,32824,180000,210000,4,3,2074,0,75000,0,5,6,3.480525362,7.611853574,108,93.7682,179400
852,3619T,131400,2015-05,2,1,32817,116000,210000,3,2,1600,30000,50167,0,5,15,4.384812802,7.105719237,89,103.737,178100
855,1354E,147915,2015-05,2,1,32838,154350,210000,4,2,1687,10000,120000,1,1,7,7.962711353,7.354149548,115,168.8622,249300
893,4209C,144000,2015-06,2,1,34772,144999.75,210000,3,2,1745,15000,40000,1,0,0,2.099184783,6.117021277,92,102.7466,190700
1091,4261S,135000,2015-11,4,1,32210,102000,210000,3,2,2689,48000,100000,1,8,6,0.831823671,9.215017065,90,75.3427,97100
1097,9748F,140200,2015-12,4,1,33647,138000,210000,3,2,1631,18000,40000,0,2,1,1.162439614,4.93774152,94,104.0072,287000
1111,1634D,139000,2015-12,4,1,32225,108675,210000,4,3,2129,45000,35000,0,2,2,0.554045894,5.757406372,90,110.1926,193000
1146,0008L,126000,2016-01,1,0,28787,143000,210000,3,2,1484,0,200000,0,5,0,8.869263285,6.382022472,139,,241400
1113,0271F,120200,2015-12,4,1,33415,126000,211000,2,2,1364,8000,40000,0,30,1,2.562650966,17.27379553,85,86.3472,160600
883,2427S,152100,2015-05,2,0,34609,169000,212000,3,2,2267,0,67000,0,1,3,1.811594203,9.650582363,90,68.9017,123000
789,1224S,132800,2015-03,1,1,32225,106889,213333,3,2.5,2194,41000,90000,0,2,3,0.554045894,5.757406372,90,101.8491,183000
450,2530F,123300,2014-01,1,1,32789,119000,215000,3,2,1539,18000,500000,0,25,300,6.033363527,10.15084852,102,170.6962,351500
592,1174N,133000,2014-07,3,1,33323,134900,215000,3,2,1300,23000,100000,0,1,7,2.13843599,7.131537242,89.5,154.9053,247000
715,1005M,139500,2014-12,4,1,32765,155000,215000,3,2.5,1664,0,170000,1,2,2,3.205012077,4.625267666,87,118.7036,249900
940,1920M,140000,2015-07,3,1,34231,139000,215000,4,4,2352,25000,131300.98,0,10,0,2.987620773,10.48767698,81,164.6935,218100
930,0135H,162000,2015-07,3,1,30290,150000,217500,4,4,2441,30000,45000,0,15,0,8.270682367,7.49682338,112,,247000
510,2069M,146700,2014-04,2,1,34292,130000,219900,3,3,1697,33000,,0,,,3.846618357,7.201245621,72.5,126.0704,281100
424,6418N,137340,2013-12,4,1,32606,119100,220000,3,2,2300,35000,60000,0,10,15,3.46240942,3.951890034,111,97.2028,174300
521,2846W,125250,2014-04,2,0,34746,176500,220000,4,2,2195,2000,33000,0,20,10,1.608544686,3.934233705,112,91.0209,174000
571,8801C,165000,2014-06,2,0,33556,207000,220000,4,2,2395,0,,0,10,0,3.605827295,6.328743041,105,123.2032,348300
681,4304I,147000,2014-11,4,1,33813,122500,220000,4,2,2075,47000,40000,0,1,1,3.125754831,7.375643225,100,93.9568,177500
737,0218H,107250,2015-01,1,1,46356,78000,220000,5,3,2044,62000,100000,0,2,4,8.368810386,4.427577483,118,,158300
933,3188T,144000,2015-07,3,1,32065,135000,220000,4,3,2390,25000,149000,1,0,0,1.064311594,5.103969754,118,85.5363,166700
976,4442G,126000,2015-08,3,1,32217,140000,220000,3,2,1697,0,55000,1,8,5,1.393417874,5.20694259,110.5,95.2736,164900
213,4125M,120000,2013-04,2,1,32068,60000,225000,4,3,2326,0,10000,0,12,37,0.782004831,5.782312925,105,75.9097,128900
333,5920N,146250,2013-08,3,1,32653,104500,225000,3,2,2180,60000,40000,0,10,3,2.718900966,5.871330418,136,88.0811,149700
482,1188F,147150,2014-02,1,1,32223,125800,225000,5,3,2500,36000,5000,0,1,2,2.155042271,8.34539315,82.5,98.3314,212000
1003,5219N,163800,2015-09,3,1,34986,152000,225000,4,2,1900,30000,55000,0,0,0,6.370018116,16.15255188,109,106.6167,210400
1083,3212S,146250,2015-11,4,1,34741,184275,225000,3,2,1617,0,150000,0,10,15,2.613224638,12.30116649,73,91.8935,131400
758,1574G,142200,2015-02,1,1,33624,128000,226000,3,2.5,2065,30000,45000,0,10,0,1.703653382,4.823331464,87,108.1746,202500
1089,1186D,202500,2015-11,4,1,30252,225000,226000,5,3,3376,0,70000,0,0,0,3.456370773,7.71586038,131,79.1771,174600
986,4316Y,160110,2015-08,3,1,32812,134900,229000,3,2,1838,43000,85000,0,2,1,3.375603865,9.266409266,74,117.929,212200
1072,74194,154800,2015-11,4,0,33710,145000,229000,2,1,900,10000,42000,0,0,0,2.202596618,11.01754386,75,122.279,164100
533,0437N,120000,2014-05,2,1,33063,134000,230000,3,2,1602,15000,100000,1,15,25,0.987318841,9.293089754,90.5,76.532,186800
1138,1500L,167400,2016-01,1,1,32792,156000,230000,3,2.5,1800,30000,110000,1,5,18,4.689009662,7.305936073,91,113.1918,213000
760,1053B,174000,2015-02,1,1,34744,216000,232000,5,3.5,3101,0,60000,0,12,0,3.614130435,5.791044776,102,88.817,172000
787,3937B,160700,2015-03,1,1,32708,168544,232000,4,2,2223,10000,75400,1,0,0,4.716183575,7.114228457,86,114.8012,231400
74,2714P,69900,2012-05,2,1,32808,105000,235000,3,2,1100,,,1,0,0,0.935235507,5.844155844,84,34.0539,52800
859,2455C,149400,2015-05,2,1,32904,86000,235000,4,2.5,2200,80000,500000,0,7,11,5.356280193,11.51862464,78.5,100.4674,190700
386,0073H,164700,2013-10,4,1,32804,153000,240000,6,3,2409,30000,44000,0,3,1,7.962711353,7.354149548,115,154.4087,250000
618,7632L,171450,2014-08,3,1,32792,163500,240000,4,2,2219,27000,100000,1,0,0,4.689009662,7.305936073,91,110.907,193100
638,0250M,102600,2014-09,3,1,32952,114000,240000,4,2,1795,0,250000,0,12,5,4.550120773,8.730916031,93,120.918,231700
668,2275S,166500,2014-10,4,1,30062,155000,240000,3,2,1859,29500,140000,0,2,6,9.264794686,7.653846154,95,119.14,260000
910,0165R,162900,2015-06,2,1,32953,150000,240000,3,2,1100,31000,40000,1,0,0,7.077294686,10.80414406,100.5,119.8054,235400
877,0123D,181500,2015-05,2,1,32765,175000,242000,3,2.5,2127,30000,62000,0,1,0,3.205012077,4.625267666,87,121.8588,251900
239,2250N,109000,2013-05,2,1,33431,0,245000,3,2,1080,25000,,0,0,0,3.931914251,8.024893547,102.5,181.2095,302100
944,0009H,129600,2015-07,3,1,34695,108000,245000,3,2,1724,36000,180000,0,11,0,2.108242754,7.327971403,76,135.0995,244600
411,2403M,150300,2013-11,4,1,34746,162000,250000,5,4,3461,5000,35000,0,3,5,1.608544686,3.934233705,112,87.786,165200
695,0926G,180000,2014-11,4,1,32824,168000,250000,6,3,2918,32000,210000,0,2,2,3.480525362,7.611853574,108,92.7694,174600
697,1992C,179100,2014-11,4,1,34288,172000,250000,3,2,1808,27000,165000,0,10,0,2.159571256,15.47099189,80.5,93.8663,159000
717,4349C,112500,2014-12,4,1,46205,50000,250000,3,2,2100,75000,145000,0,3,5,6.358695652,5.344202899,109.5,150.9454,112700
816,0011P,162500,2015-04,2,1,33844,159000,250000,5,4,4039,30000,50000,0,1,0,0.116243961,4.128053917,161,75.7916,132700
876,7263B,138000,2015-05,2,1,33981,115000,250000,3,3,2367,45000,69000,0,30,0,5.103411836,6.151499746,125,101.8101,208600
888,48451,115500,2015-05,2,0,33708,108750,250000,3,2,1616,0,155000,0,,,1.377566425,5.01972033,100,196.3272,306200
909,0095S,125000,2015-06,2,1,33905,112500,250000,4,3,2344,60000,45000,0,10,0,5.760869565,18.01886792,79,89.4713,250000
983,0133G,138600,2015-08,3,1,23707,104000,255000,4,2.5,2174,50000,965121.79,0,1,0,1.336805556,1.816860465,131,,141000
1136,0021W,159300,2016-01,1,1,32824,177000,255000,4,2.5,2524,0,50000,0,5,4,3.480525362,7.611853574,108,103.4458,192000
1049,1404C,174600,2015-10,4,1,34698,173000,259000,3,2,1807,21000,60000,0,0,,4.022493961,10.82251082,72.5,128.4636,201800
581,4435M,181590,2014-07,3,1,32210,156000,260000,3,2,1574,40000,300000,0,10,400,0.831823671,9.215017065,90,62.732,87400
619,0221D,171000,2014-08,3,1,32730,145000,260000,3,2,2172,45000,276000,0,2,5,2.785326087,6.600425834,78,,150600
745,5420C,139750,2015-01,1,1,34758,0,260000,7,4,2600,20000,0,0,5,2,1.314915459,5.66318927,95.5,68.8825,134800
864,5352L,159300,2015-05,2,1,34232,125000,260000,3,2,2202,52000,42000,0,3,0,3.365036232,14.97584541,74.5,122.9996,194700
938,0127C,139410,2015-07,3,1,34695,154900,260000,3,3,1778,0,70000,0,12,0,2.108242754,7.327971403,76,135.0995,244600
970,2645J,184365,2015-08,3,1,23321,159850,260000,6,3.5,2348,45000,965121.79,0,1,0,1.2915157,2.937365011,94,115.9249,261500
1090,4517R,187500,2015-11,4,1,32837,216614,260000,4,2,1876,0,150000,1,10,15,3.072161836,6.77352637,85,113.4983,220900
1095,1393M,168000,2015-11,4,0,28227,200000,260000,3,2.5,2320,0,55000,0,15,0,4.147041063,6.770833333,101.5,90.423,147900
580,2830K,182000,2014-07,3,1,32792,186500,262000,3,2,1637,31000,65443,0,0,0,4.689009662,7.305936073,91,113.7922,192600
637,1535T,138500,2014-09,3,1,32952,153914,265000,3,2,1758,0,248000,0,20,0,4.550120773,8.730916031,93,120.918,231700
694,4105H,162000,2014-11,4,1,32277,120000,265000,4,4,3600,60000,45000,0,7,5,0.592542271,6.794564349,86,75.5193,129900
709,1803S,181300,2014-11,4,1,33764,161450,265000,4,3,2115,40000,56720,0,7,12,3.202747585,8.147254074,96,97.8014,199700
774,2990F,162000,2015-02,1,1,32754,135000,270000,3,2,2020,45000,60000,0,9,80,2.355827295,3.976261128,87,,171100
785,0052T,118000,2015-03,1,1,32174,250000,270000,4,2.5,2000,2000,100000,0,15,10,2.454710145,4.142632407,98,108.9771,197700
916,0212C,172000,2015-06,2,1,32828,215000,270000,4,2,2906,0,100000,0,1,0,2.598128019,4.503367003,91,113.0918,248100
506,5103D,192000,2014-04,2,1,32812,181750,275000,4,2,1946,36000,66787.32,0,1,1,3.375603865,9.266409266,74,92.2688,196200
675,0040L,166000,2014-11,4,1,32137,144500,275000,4,2,2600,40000,50000,1,2,,3.738677536,6.579608237,131,100.0689,193600
687,0556M,165600,2014-11,4,1,38120,154000,275000,3,2,1709,30000,,0,12,2,6.679498792,1.778121376,95,101.3192,272900
692,1490P,193500,2014-11,4,1,33625,215000,275000,4,2,2278,0,70000,0,3,0,3.982487923,8.075601375,85,115.5733,177400
725,0107W,180450,2014-12,4,1,32773,155500,275000,3,2,2475,45000,60000,0,5,1,4.554649758,10.59661621,101,80.9681,118300
756,0337D,60000,2015-02,1,1,32713,0,275000,4,2,2874,0,11000,1,0,0,3.93115942,8.072009292,114.5,90.4987,173900
822,3660D,146250,2015-04,2,1,34772,0,275000,4,3,2478,0,335000,0,16,8,2.099184783,6.117021277,92,98.3431,189000
865,6315T,179000,2015-05,2,1,33437,198975,275000,3,2,2243,0,95000,0,6,18,2.554347826,5.694098088,93,132.8775,293900
265,0074S,196000,2013-06,2,1,32095,287000,280000,3,3,2418,196000,,1,0,1,0.765398551,4.180919802,168,100.3456,248500
701,3135C,163800,2014-11,4,0,34744,170000,280000,4,3,2396,12000,53000,0,12,40,3.614130435,5.791044776,102,90.9434,168700
915,1160S,197910,2015-06,2,1,32952,169900,280000,4,3,2057,50000,30000,0,15,0,4.550120773,8.730916031,93,118.0935,243700
721,1422C,199500,2016-12,4,1,34202,235000,285000,4,3,2073,0,500000,0,3,0,1.97388285,5.788751715,132,157.0696,431300
904,1368A,228800,2015-06,2,1,32065,247000,286000,5,4,3200,0,70000,0,8,5,1.064311594,5.103969754,118,80.0224,166400
538,5015S,188000,2014-05,2,1,32812,196500,290000,4,2,2400,28000,300000,0,5,9,3.375603865,9.266409266,74,100.8902,200000
776,13917,203000,2015-02,1,1,33776,177000,290000,3,2,1600,50000,78000,0,4,0,4.121376812,10.02592913,81,128.9498,241700
802,8202,187500,2015-03,1,1,33704,208400,290000,,,,0,100000,0,11,0,4.815066425,12.82448663,73,189.4425,281100
851,1562P,199867,2015-05,2,1,32838,222075,290000,6,3,2996,0,120000,1,1,7,7.962711353,7.354149548,115,168.8622,249300
1008,1825D,207000,2015-09,3,1,32746,200000,290000,3,4,2142,30000,37000,1,1,0,3.100845411,4.761904762,99,130.0673,286700
564,1200S,185500,2014-06,2,1,33635,206164,295000,3,2,2024,0,104000,0,1,1,2.349033816,6.598034628,80.5,,222600
1150,3014F,186300,2015-10,4,0,33566,192000,295000,5,3,2573,15000,110000,1,0,0,1.847826087,3.667621777,120.5,98.9902,185400
798,0638K,202770,2015-03,1,1,32073,187300,296000,4,3,3348,38000,40000,0,4,0,0.21361715,3.977272727,91.5,80.8524,145000
240,1085N,195800,2013-05,2,1,33127,245000,300000,0,4,3240,0,75000,0,1,0,2.95214372,22.9253112,135,,86700
406,0002F,193318,2013-11,4,1,32137,166799,300000,5,3,2614,48000,58000,0,11,0,3.738677536,6.579608237,131,95.2109,175200
616,0859B,186300,2014-08,3,1,37205,172000,300000,3,1,1805,35000,90000,1,4,24,8.72509058,10.33194109,77,188.4192,533600
839,5435,140000,2015-04,2,1,33707,110000,300000,,,,60000,50000,0,3,3,2.09692029,7.794803464,80,128.7045,154700
969,5610L,147150,2015-08,3,1,78596,148511,300000,4,3,3098,15000,41000,0,0,0,7.962711353,7.354149548,115,187.1315,254700
1017,3405P,122400,2015-09,3,1,32796,136000,300000,4,2.5,4024,0,13200,0,2,1,5.150966184,13.33333333,99,69.56,96100
1100,71136,168000,2015-12,4,1,33710,155000,300000,3,3,2388,40000,140000,0,10,,2.202596618,11.01754386,75,120.7393,165200
834,3912O,195300,2015-04,2,1,32837,217000,308000,4,2,1889,0,120000,0,1,0,3.072161836,6.77352637,85,112.8965,213100
641,0502M,171500,2014-09,3,1,32951,0,309000,3,2,1236,0,248000,1,12,2,6.99803744,7.80669145,135.5,164.9377,329400
1073,2025S,201375,2015-11,4,1,34698,183750,310000,3,2,1827,40000,35000,1,5,2,4.022493961,10.82251082,72.5,131.6823,203600
306,7980C,190000,2013-07,3,1,33324,182000,315000,3,3,2565,22500,633317.79,0,3,2,3.265398551,7.212364053,100.5,114.9692,268100
1107,8428B,202500,2015-12,4,1,32819,194669,325000,4,2,2000,30000,115000,0,5,18,3.728864734,6.25,103,137.7808,302700
1155,1162D,195000,2016-01,1,0,33584,0,325000,6,4,2756,28000,25000,0,10,0,1.881793478,7.244318182,93.5,106.6666,154400
599,0259W,161910,2014-07,3,0,46208,69900,330000,2,1,1127,110000,250000,0,20,15,9.346316425,2.76816609,110,165.9313,257300
827,1678W,170000,2015-04,2,1,34293,251099,332000,3,2,2603,0,215000,0,25,0,3.358997585,12.05797101,69,126.5324,186900
782,3830E,246500,2015-02,1,0,34746,215250,335000,4,3.5,3591,35000,80000,1,0,0,1.608544686,3.934233705,112,88.7175,181100
549,0649C,225000,2014-06,2,1,32708,250000,340000,4,3.5,2700,0,500000,1,0,0,4.716183575,7.114228457,86,112.0249,221800
835,3210E,189000,2015-04,2,1,33409,210000,345000,4,2.5,3337,0,95000,1,6,18,0.385718599,11.03008204,86,99.1768,159500
375,1711F,140250,2013-10,4,1,32803,240734,349900,3,2,1700,12000,60000,0,25,30,5.889190821,5.885057471,95.5,143.0499,211900
410,5420S,178750,2013-11,4,1,33914,187500,350000,3,2,1400,0,50000,0,2,3,3.079710145,4.248229904,109,109.6314,222400
984,4495S,208600,2015-08,3,1,34609,217000,350000,3,3,2365,25000,150000,0,,11,1.811594203,9.650582363,90,76.3155,125000
1106,3875M,236700,2015-12,4,1,33770,225000,350000,3,2,1754,38000,20000,0,8,,1.750452899,8.044382802,96,122.8983,168700
912,1660W,264600,2015-06,2,1,32766,293944,354000,4,4,2488,0,250000,0,5,0,3.455615942,2.178090967,96,134.1001,311700
726,5127O,227000,2009-03,1,1,37220,252200,360000,3,2.5,1760,0,110000,0,4,30,9.571256039,12.44947454,68.5,,328100
704,1023S,190000,2014-11,4,1,34986,0,368000,4,4,3800,0,3800,0,20,13,6.370018116,16.15255188,109,100.6809,184400
699,0519M,238500,2014-11,4,1,34711,265000,375000,3,3,2256,0,500000,1,0,0,2.797403382,6.200396825,100,101.3983,203600
845,4465S,206000,2016-03,1,0,33312,0,375000,3,2,1915,0,20000,0,15,0,0.886926329,6.462925852,104,172.642,209600
908,1423W,274000,2015-06,2,1,32804,226000,380000,2,2,1846,85000,63700,0,7,13,7.962711353,7.354149548,115,166.8999,250000
937,3523W,244530,2015-07,3,1,32766,271530,380000,4,3,2468,0,150000,0,5,0,3.455615942,2.178090967,96,133.2431,313200
401,1840C,227519,2013-11,4,1,33556,207799,398000,4,2,3498,45000,75000,1,3,58,3.605827295,6.328743041,105,129.4816,336800
603,0375O,213900,2014-07,3,0,33837,237700,399000,5,6,4166,0,500000,1,0,0,2.404891304,7.099799062,115,92.9106,148400
1140,0438N,188500,2016-01,1,1,32789,0,399900,3,2,1500,0,75000,1,30,50,6.033363527,10.15084852,102,204.2055,404700
705,2015S,240000,2016-12,4,1,33990,325000,400000,5,4.5,3754,0,70000,0,2,0,6.405495169,11.58980583,87,,193900
1045,1014P,100000,2015-10,4,1,32801,280000,400000,3,2,1730,0,110000,1,29,50,3.65111715,6.589147287,109,211.0581,322400
1056,13551,213300,2015-10,4,1,33478,178000,405000,3,2,2310,60000,,1,2,,0.565368357,17.76605101,82.5,,264300
907,0368D,285000,2015-06,2,1,27306,316222,410000,2,2,1540,0,113000,0,10,0,7.962711353,7.354149548,115,166.8999,250000
550,0633M,175000,2014-06,2,1,32789,250000,415000,4,2,2320,0,460000,1,0,0,6.033363527,10.15084852,102,203.5161,355500
920,1780N,312795,2015-05,2,0,33015,320000,416000,5,3,2496,27550,82000,0,7,6,0.449124396,7.09961475,89,142.8281,274500
585,4259R,258000,2014-07,3,1,23111,250000,425000,4,3,4159,40000,25000,0,1,1,3.023097826,4.164625184,82,123.9581,204300
879,2620V,276250,2015-05,2,1,28226,0,425000,3,2,2954,0,200000,0,30,1,8.8647343,7.078729282,80,128.276,323900
994,0907C,240300,2015-08,3,0,32712,267000,440000,5,4,4224,0,41000,1,0,0,1.326992754,5.098039216,91,102.7827,216500
496,0559M,270900,2014-04,2,1,34711,281000,449000,4,4,4200,20000,500000,1,0,0,2.797403382,6.200396825,100,97.0332,192300
807,0525L,324000,2015-02,1,0,32809,280000,475000,4,4,3365,80000,60000,0,5,5,2.262228261,9.140767825,99,62.3593,130000
517,1555P,200000,2014-04,2,0,32789,0,485000,4,3,2139,0,63000,0,4,35,6.033363527,10.15084852,102,186.2542,353400
808,4325W,292500,2015-03,1,0,32812,225000,490000,4,4,3532,100000,60000,0,5,4,3.375603865,9.266409266,74,106.1459,208200
1112,1701A,363750,2015-12,4,1,33548,419000,500000,6,4,5015,0,235000,0,10,1,5.56763285,4.94757536,103,,321900
1108,2130N,327100,2015-12,4,1,23320,143000,503300,4,2.5,3337,226270,918122.46,1,1,2,3.724335749,0.268216361,110,116.8675,275900
566,3559H,310000,2014-06,2,1,32766,335500,525000,5,4.5,4419,10000,167000,0,25,0,3.455615942,2.178090967,96,122.4488,303700
600,0409V,234000,2014-07,3,0,77009,230000,530000,3,2,1936,125000,150000,0,13,2,8.982487923,17.57105943,86.5,165.9313,257300
1144,1203S,305000,2016-01,1,1,37206,265000,535000,4,2,2138,125000,174000,0,1,0,9.611262077,20.41392286,54,,257000
1110,1500H,328000,2015-12,4,1,32750,392500,565000,5,5,4400,0,200000,0,1,2,4.159873188,5.059847661,96.5,113.2879,204100
1127,8420L,387540,2015-10,4,0,32819,385600,585000,3,3,3187,45000,110000,1,0,0,3.728864734,6.25,103,141.5761,299400
924,9959B,436500,2015-06,2,0,33138,445000,588000,4,3,2343,40000,150000,0,7,0,2.722675121,15.97829364,110,239.7626,505500
939,2842C,360000,2015-07,3,1,33579,0,600000,4,3,3533,54200,,0,44,100,0.269474638,6.959498003,84.5,95.4272,191900
417,0989R,388800,2013-11,4,0,34688,350000,650000,5,6,4827,82000,332000,0,20,56,1.546648551,5.306799337,95.5,,319700
947,0112C,427500,2015-07,3,1,34747,475000,690000,5,5,3519,0,250000,0,20,0,1.117904589,3.005085529,122.5,132.8677,296900
954,2510N,375300,2016-07,3,0,33308,417050,710000,4,3,2473,0,318000,0,15,0,1.563254831,3.540640394,115,252.4727,579400
573,1098N,375000,2014-06,2,0,33178,0,750000,4,4.5,2724,0,45000,0,12,10,0.314764493,-0.332829047,142,181.8475,485900
941,1100W,427500,2015-07,3,1,75115,475000,760000,5,6.5,7616,0,150000,0,5,0,6.878774155,12.99353912,86.5,73.0877,151500
254,5803D,54000,2013-06,2,1,32808,500000,800000,3,2,1370,10000,50000,0,,,0.935235507,5.844155844,84,44.9077,64700
349,6440J,46800,2013-08,3,0,32818,420000,800000,3,2,1480,10000,,0,3,5,3.688103865,10.7599699,97,61.5988,113600
842,1088H,540000,2015-04,2,1,46040,500000,900000,5,6,7247,100000,190000,0,10,4,6.869716184,6.593406593,125.5,176.4049,249200
523,0800B,540000,2014-04,2,0,33604,400000,925000,4,3,4000,200000,40000,0,0,1,2.502264493,11.88318228,102,79.8275,97700
604,5130K,61750,2014-08,3,1,32205,38000,1200000,3,1,1452,40000,500000,0,1,1,2.482638889,11.4481409,82,,97200
791,4365N,680000,2015-03,1,1,77004,,1200000,4,4,6200,250000,150000,0,20,35,3.213315217,-3.455284553,86.5,169.3583,262700
667,0224B,70800,2014-10,4,1,33954,59000,1290000,2,1,1600,30000,28000,1,4,,3.469957729,10,112,81.7204,155600
